1789222156123	play_begin	/sdcard/Android/data/dev.agenttranslator/files/air/pt	82	1	3000	-20.0	15/15
1789222156177	play	tat_1035724.wav	2209.0	-20.0	-6.7	16000
1789222161671	play	tat_1061222.wav	1578.9	-20.0	11.5	16000
1789222166484	play	tat_1063144.wav	2275.6	-20.0	13.4	16000
1789222172008	play	tat_1063173.wav	2136.3	-20.0	13.7	16000
1789222177371	play	tat_1063245.wav	1996.9	-20.0	14.4	16000
1789222182614	play	tat_1063513.wav	4272.5	-20.0	11.6	16000
1789222190130	play	tat_1102494.wav	2220.1	-20.0	-0.3	16000
1789222195603	play	tat_1111735.wav	1718.3	-20.0	14.0	16000
1789222200537	play	tat_1112641.wav	2150.1	-20.0	-2.3	16000
1789222205906	play	tat_1113220.wav	2298.8	-20.0	16.7	16000
1789222211435	play	tat_1114087.wav	1695.1	-20.0	16.2	16000
1789222216375	play	tat_1146068.wav	1906.9	-20.0	-2.9	16000
1789222221534	play	tat_1172131.wav	2477.8	-20.0	-7.3	16000
1789222227260	play	tat_1179406.wav	2209.0	-20.0	-8.6	16000
1789222232692	play	tat_1323002.wav	2319.9	-20.0	8.2	16000
1789222238240	play	tat_1325544.wav	1959.2	-20.0	0.5	16000
1789222243441	play	tat_1377214.wav	1959.2	-20.0	-3.8	16000
1789222248638	play	tat_1377974.wav	2873.5	-20.0	-3.9	16000
1789222254767	play	tat_1378279.wav	1854.7	-20.0	0.3	16000
1789222259844	play	tat_1403886.wav	2030.1	-20.0	8.6	16000
1789222265113	play	tat_1475216.wav	2600.6	-20.0	-3.3	16000
1789222270967	play	tat_1512318.wav	3829.9	-20.0	-0.2	16000
1789222278038	play	tat_182184.wav	1619.6	-20.0	-5.6	16000
1789222282887	play	tat_2091856.wav	2106.3	-20.0	-4.4	16000
1789222288228	play	tat_2440707.wav	2136.3	-20.0	-2.4	16000
1789222293602	play	tat_2456371.wav	2972.2	-20.0	-2.6	16000
1789222299802	play	tat_2457867.wav	1827.6	-20.0	-4.5	16000
1789222304866	play	tat_2605491.wav	2209.0	-20.0	-4.4	16000
1789222310327	play	tat_2605494.wav	2477.8	-20.0	-3.8	16000
1789222316044	play	tat_2605538.wav	2403.3	-21.2	0.9	16000
1789222321690	play	tat_2605548.wav	2925.8	-21.9	1.0	16000
1789222327848	play	tat_2605557.wav	2115.9	-24.9	0.8	16000
1789222333207	play	tat_2605569.wav	1854.7	-20.0	-1.6	16000
1789222338313	play	tat_2605659.wav	2011.4	-20.0	0.1	16000
1789222343551	play	tat_2605771.wav	1724.1	-20.0	-0.0	16000
1789222348503	play	tat_2605785.wav	2168.2	-20.0	-0.5	16000
1789222353881	play	tat_2605840.wav	2063.7	-20.7	0.8	16000
1789222359177	play	tat_2652877.wav	2756.4	-20.0	-3.5	16000
1789222365171	play	tat_2653594.wav	2403.3	-20.8	1.0	16000
1789222370792	play	tat_2655068.wav	1906.9	-20.0	0.1	16000
1789222375955	play	tat_2668473.wav	2507.8	-20.0	-4.8	16000
1789222381687	play	tat_2699854.wav	2168.2	-20.0	-1.6	16000
1789222387097	play	tat_2699911.wav	2168.2	-21.9	0.8	16000
1789222392500	play	tat_2699935.wav	2220.4	-20.0	0.8	16000
1789222397971	play	tat_2700870.wav	2377.1	-20.7	0.8	16000
1789222403585	play	tat_2701929.wav	2507.8	-21.2	0.9	16000
1789222409338	play	tat_2702923.wav	1827.6	-20.0	-7.4	16000
1789222414412	play	tat_2703232.wav	2115.9	-20.0	0.7	16000
1789222419767	play	tat_2703234.wav	2403.3	-20.0	-0.2	16000
1789222425436	play	tat_340439.wav	3179.9	-20.0	-2.4	16000
1789222431857	play	tat_3489553.wav	1920.5	-20.0	-2.5	16000
1789222437045	play	tat_369537.wav	862.1	-20.0	-3.6	16000
1789222441149	play	tat_376502.wav	1470.1	-20.1	1.8	16000
1789222445880	play	tat_395112.wav	1270.1	-20.0	-4.0	16000
1789222450380	play	tat_5080466.wav	2600.6	-20.0	-5.2	16000
1789222456220	play	tat_514762.wav	1358.4	-20.0	-4.8	16000
1789222460816	play	tat_5150001.wav	1489.0	-20.0	0.5	16000
1789222465525	play	tat_5218298.wav	2220.4	-20.0	-3.7	16000
1789222470969	play	tat_579051.wav	2450.0	-20.0	-0.3	16000
1789222476654	play	tat_579080.wav	3200.0	-20.0	-1.1	16000
1789222483123	play	tat_579858.wav	4100.0	-21.3	0.8	16000
1789222490466	play	tat_5806748.wav	2272.7	-20.0	-2.9	16000
1789222495982	play	tat_826362.wav	2377.1	-20.0	-0.5	16000
1789222501604	play	tat_873614.wav	1610.1	-20.0	5.1	16000
1789222506440	play	tat_874775.wav	1210.1	-20.0	12.4	16000
1789222510861	play	tat_886190.wav	1973.7	-20.0	11.1	16000
1789222516057	play	tat_886196.wav	1915.7	-20.0	15.2	16000
1789222521216	play	tat_886199.wav	1265.5	-20.0	11.9	16000
1789222525718	play	tat_904446.wav	1320.1	-20.9	9.4	16000
1789222530271	play	tat_913261.wav	1420.1	-20.0	13.0	16000
1789222534948	play	tat_933784.wav	3366.9	-20.0	12.2	16000
1789222541561	play	tat_955619.wav	1802.5	-20.0	9.3	16000
1789222546597	play	tat_957924.wav	1570.1	-20.3	10.2	16000
1789222551393	play	tat_972432.wav	2205.9	-20.0	10.1	16000
1789222556837	play	tat_972580.wav	1578.9	-20.0	9.9	16000
1789222561650	play	tat_972616.wav	1671.9	-20.0	10.8	16000
1789222566559	play	tat_972647.wav	2229.1	-20.0	8.4	16000
1789222572002	play	tat_972806.wav	1486.1	-20.0	8.5	16000
1789222576728	play	tat_974376.wav	1760.1	-20.0	9.1	16000
1789222581734	play	tat_974384.wav	2029.9	-21.2	8.0	16000
1789222586978	play	tat_978052.wav	1670.1	-20.0	8.9	16000
1789222591858	play	tat_996196.wav	1610.1	-20.0	10.3	16000
1789222596684	play_end	/sdcard/Android/data/dev.agenttranslator/files/air/pt
